Timestamp,How many years have you been doing data visualization?,What is your educational background?,How did you learn to create data visualization?,Did you set out to work in data visualization or did you fall into it?,Is this your first job doing data visualization?,What is your official job title?,Is your total compensation in-line with Software Engineers and UX/UI/Designer roles at your level?,What focus is data visualization in your work?,For your current role or the majority of your projects: were you hired to do data visualization only or is data visualization a part of your job/project description?,What's your employment status,How is your organization using data visualization?,Is there a separate group that does data visualizations or are you embedded in another group? (data science UX UI web data engineering IT etc),What level of data visualizations are used at your organization?,Are data visualization specialists represented in the leadership of your organization?,Data visualization roles at your organization are found in what part of the organization?,Percent of your day focused on creating/implementing/productizing data visualizations?,Percent of your day focused on data engineering?,Percent of your day focused on data science?,Percent of your day focused on design?,Percent of your day focused on data prep work?,What technologies do you use to visualize data?,Are you able to choose your own tools or are the choices made for you?,How do you present your data visualizations?,Which of these charts have you used in production in the last 6 months:,Who do you make data visualizations for?,What knowledge level do they have of the data you are visualizing for them?,How often do they consume your data visualizations?,What do they use your data visualizations for?,How would you describe the relationship?,What is your biggest frustration with your job?,What is your biggest frustration with doing data visualization in your job?,If you could change one thing about your job what would it be?,If you could change one thing about your data visualization work what would it be?,What do you think other people in your organization just don‰Ûªt get about the data visualization work that you do?,What one change would make your job better?,What community support / discussions / advice would you want to see from data visualization thought leaders?,Who do you look to as a thought leader in data visualization?,Do you want to spend more time or less time visualizing data in the future?,Gender,Age,Where do you live?,What‰Ûªs your ethnicity?,The organization you work for is in which of the following?
3/2/17 10:52,2,Technical School,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Senior Application Developer,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview,Embedded in another team,Business Intelligence Tools;Completely custom,No,Engineering;IT,50,0,0,10,20,D3;Processing;Mapbox,I'm able to choose my own tools.,Dashboard,Bar Chart;Pie Chart;Dendrogram;Network Diagram;Raster Map;Flow Diagram,Analysts;Engineers;Project Managers;Executives,Moderate;Expert,Daily,Analysis;Summarization,Collaborative,Management,Illogical or nonsensical requirements related to dimensions,Work closer with knowledgeable graphic designers,Product Owners need to be a bit more creative or allow creatives to drive the design.,People think it's just bar charts/pie charts and nothing more,"Less time spent on ""process""",Conferences in Ireland,Alberto Cairo;Mike Bostock,Much more,male,36 - 45,Europe,white,Private sector
3/2/17 12:48,1,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Infografista,Data Visualization Role has Lower compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Summary/Overview;Communication;Journalism,Separate data visualization team,Completely custom;ggplot2/Pandas Charts,No,Design;Research;IT,90,15,15,100,0,Illustrator;Tableau;D3;Other R;QGIS,We have a set list of tools we're expected to use for data visualization.,Scrollytelling;Static Web Page,Line Chart;Bar Chart;Infographics;Treemap;Choropleth Map;Raster Map;Flow Diagram,General Public,Intro,Daily,Entertainment;Analysis;Learning;Research,Subordinate,Strict deadlines don't leave much time to develop more sophisticated visualizations,Strict deadlines don't leave much time to develop more sophisticated visualizations,Expanding the dataviz team to make space for more sophisticated viz,Expanding the dataviz team to make space for more sophisticated viz,That it takes time and it isn't being spit out automatically by the computer,Expanding the dataviz team to make space for more sophisticated viz,More entry level tutorials on coding specifically for dataviz would be welcome,Alberto Cairo;Mona Chalabi;Nathan Yau;Eleanor Lutz;Polygraph,More,male,25 or younger,Latin America,hispanic,Private sector
2/28/17 16:52,2,Masters,Mostly Self-Taught,Intended to work in data visualization,No,Graphic Designer,Data Visualization Role has same compensation,Data visualization is the focus of my job,Hired to do data visualization,Full-time,Analysis;Communication;Journalism,Separate data visualization team,ggplot2/Pandas Charts;General charting libraries;Completely custom,No,Design;IT,90,0,50,50,30,Illustrator;Tableau;D3;ggplot;Other R;Other Python,I'm able to choose my own tools.,Scrollytelling;Static Web Page,Line Chart;Bar Chart;Pie Chart;Infographics;Choropleth Map;Flow Diagram,General Public,Intro,Weekly,Entertainment;Learning,Consultative,figuring out a place within the newsroom,no tool is simple enough,better co-workers :D ,I hate responsive design. Designing everything three times. I would love to just design one version. ,I think they get it just fine.,NO RESPONSIVE DESIGN would lead to more creative freedom,more thoughts about what role data vis should play,Alberto Cairo;Moritz Stefaner,Same,female,26 - 35,Europe,white,Public sector
2/27/17 20:40,4,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,Market Research Analyst,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Other,Analysis;Summary/Overview;Communication,Embedded in another team,Completely custom,No,Research,25,10,35,15,15,Excel;Tableau,We have a set list of tools we're expected to use for data visualization.,Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Infographics,Analysts;Executives,Moderate;Expert,Quarterly,Analysis;Summarization;Learning,Subordinate,Lack of support for the importance of good data visualization,A lack of understanding by management of the processes for creating data visualization,Getting data that is already formatted the way you want,Having more time to spend on making quality vizzes,When it is done well- it's an iterative and collaborative process,Having formatted and cleaned data easily available for visualizing,More on how to create a design oriented culture,Alberto Cairo;Moritz Stefaner;Jer Thorp,More,female,56+,USA or Canada,white,Private sector
3/4/17 22:22,2,Bachelors,Mostly Self-Taught,Intended to work in data visualization,Yes,,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Other,Communication,Embedded in another team,Completely custom,Yes,Design;Research,20,35,20,15,10,D3,I'm able to choose my own tools.,Embedded in a tool,Line Chart;Infographics;Network Diagram;Flow Diagram,General Public,Moderate,Weekly,Analysis,Collaborative,too much time on data engineering -- too many ideas no time to implement,my own skills,work as part of larger team,,,,functional/interactive domain specific dataviz where usability/use value trumps speed of understanding (how quickly dataviz can be grokked),Alberto Cairo;Nadieh Bremer,More,male,46 - 55,Europe,white,Not-for-profit
2/27/17 19:42,2,Technical School,Mostly Self-Taught,Intended to work in data visualization,Not a data visualization professional yet,Freelancer,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Contractor,,,,,,25,10,10,20,35,Illustrator;Excel;Plotly;D3;ggplot;Other R,I'm able to choose my own tools.,Dashboard;Scrollytelling;Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Choropleth Map,General Public;Analysts;Scientists,Intro;Moderate;Expert,Weekly,Entertainment;Analysis;Summarization;Learning;Research,Consultative,Finding contracts ,Lack of creativity from clients,Simplify the process. Less trend more fundamentals. ,More diversity in my tools. ,Why I don't like pie charts with more than three sections. ,More/steady work,Love more on the thought process behind the vis,Alberto Cairo;Nadieh Bremer,Much more,male,26 - 35,USA or Canada,white,Private sector
2/28/17 8:36,2,Bachelors,Mostly Self-Taught,Intended to work in data visualization,No,Data Analyst,Data Visualization Role has Lower compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Contractor,,,,,,50,5,10,10,25,Illustrator;Excel;Tableau,,Dashboard;Presentations;Tableau Server,Line Chart;Bar Chart;Pie Chart;Infographics,Project Managers;Executives,Intro,Weekly,Summarization;Learning,Subordinate,Slow pace of change ,Not having a community to reach out to within my organization for help with a visualization question. ,,,,having a dedicated Tableau team at my organization who could help me with specific questions with sensitive work information,I'd love to see more region-specific advice i.e Canadian specific. Also- being able to reach out to someone with a viz question would be awesome. ,Alberto Cairo;Nadieh Bremer,More,female,26 - 35,USA or Canada,white,Private sector
3/1/17 13:41,7,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Assistant Research Scientist,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication,Embedded in another team,General charting libraries;Graphics;Excel,No,Design;Research;IT,15,0,0,100,37.5,Illustrator;Excel;Mapbox;Highcharts;QGIS,I'm able to choose my own tools.,Embedded in a tool;Scrollytelling;Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Infographics;Network Diagram;Choropleth Map;Flow Diagram,General Public;social science clients (gov;ed;non-profits),Intro,Monthly,Analysis;Summarization;Learning;Research,Consultative,"Trying to legitimize the importance of design in the area of research and my expertise in these areas.  Trying to convince ""old school"" social science researchers there are new and better ways of doing their jobs. ","Trying to communicate the importance of good data design practices to researchers.   Overcoming the ""design is a legitimate area of study"" obstacle to explore options of better solving problems through good design practices.  Communicating that I don't spend my time ""playing on a computer to make things pretty"" but provide solutions to very difficult data problems that help them do their jobs more effectively. ",More opportunities to do education through demonstration with colleagues. ,,"That it's more than just ""making things pretty.""  It's taking a pile of data- analyzing the problems to overcome and then finding the best solutions to those problems.    It's about drawing people in to give a shit about all of their research. ",More time to do continuing education,Less technical (here's a trick in this software) and more research about reading and understanding data viz.,Alberto Cairo;Nathan Yau;Andy Kirk,Much more,female,26 - 35,USA or Canada,white,Academic
2/28/17 21:05,1,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,Student,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Student,,,,,,25,0,35,10,7.5,ggplot,I'm able to choose my own tools.,Static Web Page,Line Chart;Bar Chart;Choropleth Map;dumbbell chart;histogram;scatterplot  ,General Public,Moderate,Weekly,Entertainment;Summarization;Learning,Collaborative,They don't teach me data viz or any programming. I have to be self taught. ,They don't teach me data viz or any programming. I have to be self taught. ,Teaching me JavaScript- design- and advanced data visualization ,Wish I could spend more time learning JavaScript and Design ,How hard it is,Make data viz & programming education a bigger prority,More examples of advanced data visualization where they walk through code,Alberto Cairo;Nathan Yau;Robert Kosara;Nadieh Bremer;Matt Daniels;Mike Bostock;Scott Murray,Much more,male,25 or younger,USA or Canada,,Public sector
3/7/17 3:14,10,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Graphics Editor,Data Visualization Role has same compensation,Data visualization is the focus of my job,Hired to do data visualization,Full-time,Analysis;Summary/Overview;Communication,Separate data visualization team,Business Intelligence Tools;General charting libraries;Completely custom,No,Design;Research,50,5,5,30,10,Illustrator;Excel,I'm able to choose my own tools.,Scrollytelling;Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Infographics;Treemap;Network Diagram;Flow Diagram,General Public;Scientists;Government,Intro;Moderate;Expert,Quarterly,Analysis;Summarization;Research;Policy making,Consultative,Little time,Delay in upgrades of software.,More pay,More time per graphic ,How much time it costs ,More time or less stuff to do ,Making research on infographics scientific so I can present them as facts for my scientific audience ,Alberto Cairo;Otto Neurath;Tufte,More,male,36 - 45,Europe,,Public sector
2/27/17 14:44,4,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Assessment and Quality Assurance Coordinator ,Data Visualization Role has Lower compensation,Data visualization is an important secondary part of my job but not the focus,Hired to do data visualization,Full-time,Analysis;Summary/Overview;Communication;Exploration,Separate data visualization team,Business Intelligence Tools;ggplot2/Pandas Charts;General charting libraries,Don't Know,,25,25,5,20,25,Illustrator;Excel;Tableau;Plotly;ggplot;Other R;Vega,I'm able to choose my own tools.,Dashboard;Static Web Page;Documents;Presentations;Email,Line Chart;Bar Chart;Infographics;Treemap;Choropleth Map;Flow Diagram,General Public;Engineers;Scientists;Project Managers;Executives,Intro;Moderate;Expert,Monthly,Analysis;Summarization;Learning;Research,Consultative,Data silos ,People's reliance on excel ,Better pay,More projects ,It requires a lot of work- not just 5 minutes in excel. Also- that it is a blending of science and art that requires knowledge of effective practise. ,Community knowledge ,More Science and research into the field ,Alberto Cairo;Robert Kosara,More,male,36 - 45,USA or Canada,white,Academic
